quote_date,region,desc,price
2020-01-01,East Anglia,Accommodation services,1730.88
2020-01-01,East Anglia,Appliances and products for personal care,5842.53
2020-01-01,East Anglia,Beer,495.1
2020-01-01,East Anglia,Books,1267.66
2020-01-01,East Anglia,Bread and cereals,518.94
2020-01-01,East Anglia,Canteens,133.23
2020-01-01,East Anglia,Carpets and other floor coverings,5095.65
2020-01-01,East Anglia,"Cleaning, repair and hire of clothing",839.57
2020-01-01,East Anglia,"Coffee, tea and cocoa",327.35
2020-01-01,East Anglia,Cultural services,89.63
2020-01-01,East Anglia,Dental services,611.5
2020-01-01,East Anglia,Domestic services and household services,3728.45
2020-01-01,East Anglia,Equipment for sport and open-air recreation,3312.6800000000003
2020-01-01,East Anglia,Fish,771.64
2020-01-01,East Anglia,Food products nec,755.74
2020-01-01,East Anglia,Footwear including repairs,27341.5
2020-01-01,East Anglia,Fruit,2267.57
2020-01-01,East Anglia,Fuels and lubricants,120.22999999999999
2020-01-01,East Anglia,Furniture and furnishings,188075.97
2020-01-01,East Anglia,"Games, toys and hobbies",3343.89
2020-01-01,East Anglia,"Gardens, plants and flowers",343.19
2020-01-01,East Anglia,Garments,48392.57
2020-01-01,East Anglia,"Glassware, tableware and household utensils",4125.32
2020-01-01,East Anglia,Hairdressing and personal grooming establishments,3536.55
2020-01-01,East Anglia,Hospital services,22761.14
2020-01-01,East Anglia,Household textiles,10286.82
2020-01-01,East Anglia,"Jewellery, clocks and watches",62966.02
2020-01-01,East Anglia,Liquid Fuels,4773.53
2020-01-01,East Anglia,Maintenance and repairs,10001.45
2020-01-01,East Anglia,Major appliances and small electric goods,54007.17
2020-01-01,East Anglia,Major durables for in/outdoor recreation,965.52
2020-01-01,East Anglia,Materials for maintenance and repair,1338.6100000000001
2020-01-01,East Anglia,Meat,2911.43
2020-01-01,East Anglia,Medical services and paramedical services,1375.0
2020-01-01,East Anglia,"Milk, cheese and eggs",1003.6899999999999
2020-01-01,East Anglia,"Mineral waters, soft drinks and juices",414.14
2020-01-01,East Anglia,"Misc. printed matter, stationery, drawing materials",679.41
2020-01-01,East Anglia,Motorcycles and bicycles,11906.7
2020-01-01,East Anglia,Non-durable household goods,404.77
2020-01-01,East Anglia,Oils and fats,244.60999999999999
2020-01-01,East Anglia,Other clothing and clothing accessories,2182.84
2020-01-01,East Anglia,Other medical and therapeutic equipment,1886.74
2020-01-01,East Anglia,Other personal effects,4451.29
2020-01-01,East Anglia,Other services,4114.48
2020-01-01,East Anglia,Other services nec,166230.32
2020-01-01,East Anglia,Passenger transport by road,6992.75
2020-01-01,East Anglia,"Pets, related products and services",1418.56
2020-01-01,East Anglia,Pharmaceutical products,344.39
2020-01-01,East Anglia,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,East Anglia,Reception and reproduction of sound and pictures,28046.43
2020-01-01,East Anglia,Recording media,464.77
2020-01-01,East Anglia,Recreational and sporting services,5949.4800000000005
2020-01-01,East Anglia,Repair of audio-visual equipment & related products,440.2
2020-01-01,East Anglia,Repair of household appliances,685.5799999999999
2020-01-01,East Anglia,Restaurants & cafes,4825.39
2020-01-01,East Anglia,Services for maintenance and repair,3967.91
2020-01-01,East Anglia,Social protection,23932.339999999997
2020-01-01,East Anglia,Solid Fuels,626.4
2020-01-01,East Anglia,Spare parts and accessories,3547.25
2020-01-01,East Anglia,Spirits,1680.31
2020-01-01,East Anglia,"Sugar, jam, syrups, chocolate and confectionery",314.18
2020-01-01,East Anglia,Telephone and telefax equipment and services,2285.26
2020-01-01,East Anglia,Tobacco,1824.6
2020-01-01,East Anglia,Tools and equipment for house and garden,3200.7999999999997
2020-01-01,East Anglia,Vegetables including potatoes and tubers,1278.47
2020-01-01,East Anglia,Wine,1396.73
2020-01-01,East Midlands,Accommodation services,1133.0
2020-01-01,East Midlands,Appliances and products for personal care,4915.16
2020-01-01,East Midlands,Beer,470.47
2020-01-01,East Midlands,Books,1049.6100000000001
2020-01-01,East Midlands,Bread and cereals,445.71000000000004
2020-01-01,East Midlands,Canteens,90.4
2020-01-01,East Midlands,Carpets and other floor coverings,4390.76
2020-01-01,East Midlands,"Cleaning, repair and hire of clothing",788.0699999999999
2020-01-01,East Midlands,"Coffee, tea and cocoa",289.72
2020-01-01,East Midlands,Cultural services,100.52
2020-01-01,East Midlands,Dental services,369.9
2020-01-01,East Midlands,Domestic services and household services,203.74
2020-01-01,East Midlands,Equipment for sport and open-air recreation,2122.9900000000002
2020-01-01,East Midlands,Fish,644.2
2020-01-01,East Midlands,Food products nec,634.75
2020-01-01,East Midlands,Footwear including repairs,20858.28
2020-01-01,East Midlands,Fruit,1913.55
2020-01-01,East Midlands,Fuels and lubricants,107.00999999999999
2020-01-01,East Midlands,Furniture and furnishings,170876.26
2020-01-01,East Midlands,"Games, toys and hobbies",2431.58
2020-01-01,East Midlands,"Gardens, plants and flowers",257.37
2020-01-01,East Midlands,Garments,39692.72
2020-01-01,East Midlands,"Glassware, tableware and household utensils",3176.04
2020-01-01,East Midlands,Hairdressing and personal grooming establishments,2286.0
2020-01-01,East Midlands,Hospital services,14663.119999999999
2020-01-01,East Midlands,Household textiles,7298.42
2020-01-01,East Midlands,"Jewellery, clocks and watches",40654.869999999995
2020-01-01,East Midlands,Liquid Fuels,3428.2599999999998
2020-01-01,East Midlands,Maintenance and repairs,8347.32
2020-01-01,East Midlands,Major appliances and small electric goods,44870.61
2020-01-01,East Midlands,Major durables for in/outdoor recreation,1163.0
2020-01-01,East Midlands,Materials for maintenance and repair,1138.5900000000001
2020-01-01,East Midlands,Meat,2407.9700000000003
2020-01-01,East Midlands,Medical services and paramedical services,820.0
2020-01-01,East Midlands,"Milk, cheese and eggs",906.75
2020-01-01,East Midlands,"Mineral waters, soft drinks and juices",356.92
2020-01-01,East Midlands,"Misc. printed matter, stationery, drawing materials",593.49
2020-01-01,East Midlands,Motorcycles and bicycles,8851.84
2020-01-01,East Midlands,Non-durable household goods,376.6
2020-01-01,East Midlands,Oils and fats,206.29
2020-01-01,East Midlands,Other clothing and clothing accessories,1982.22
2020-01-01,East Midlands,Other medical and therapeutic equipment,1635.77
2020-01-01,East Midlands,Other personal effects,4022.2400000000002
2020-01-01,East Midlands,Other services,3146.23
2020-01-01,East Midlands,Other services nec,129096.9
2020-01-01,East Midlands,Passenger transport by road,2351.95
2020-01-01,East Midlands,"Pets, related products and services",1032.36
2020-01-01,East Midlands,Pharmaceutical products,309.8
2020-01-01,East Midlands,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,East Midlands,Reception and reproduction of sound and pictures,27007.83
2020-01-01,East Midlands,Recording media,391.21
2020-01-01,East Midlands,Recreational and sporting services,2804.1000000000004
2020-01-01,East Midlands,Repair of audio-visual equipment & related products,531.5
2020-01-01,East Midlands,Repair of household appliances,505.99
2020-01-01,East Midlands,Restaurants & cafes,3768.72
2020-01-01,East Midlands,Services for maintenance and repair,2708.63
2020-01-01,East Midlands,Social protection,13757.52
2020-01-01,East Midlands,Solid Fuels,350.03999999999996
2020-01-01,East Midlands,Spare parts and accessories,3027.61
2020-01-01,East Midlands,Spirits,1560.26
2020-01-01,East Midlands,"Sugar, jam, syrups, chocolate and confectionery",256.96999999999997
2020-01-01,East Midlands,Telephone and telefax equipment and services,1761.28
2020-01-01,East Midlands,Tobacco,1375.54
2020-01-01,East Midlands,Tools and equipment for house and garden,2169.32
2020-01-01,East Midlands,Vegetables including potatoes and tubers,1076.5
2020-01-01,East Midlands,Wine,1477.73
2020-01-01,London,Accommodation services,4393.0
2020-01-01,London,Appliances and products for personal care,6808.44
2020-01-01,London,Beer,570.61
2020-01-01,London,Books,1545.7
2020-01-01,London,Bread and cereals,668.29
2020-01-01,London,Canteens,173.48
2020-01-01,London,Carpets and other floor coverings,9951.289999999999
2020-01-01,London,"Cleaning, repair and hire of clothing",1332.13
2020-01-01,London,"Coffee, tea and cocoa",375.77
2020-01-01,London,Cultural services,1556.96
2020-01-01,London,Dental services,1097.5
2020-01-01,London,Domestic services and household services,7748.73
2020-01-01,London,Equipment for sport and open-air recreation,3466.4800000000005
2020-01-01,London,Fish,880.0
2020-01-01,London,Food products nec,887.06
2020-01-01,London,Footwear including repairs,39658.3
2020-01-01,London,Fruit,3413.38
2020-01-01,London,Fuels and lubricants,219.20999999999998
2020-01-01,London,Furniture and furnishings,254745.94
2020-01-01,London,"Games, toys and hobbies",4037.71
2020-01-01,London,"Gardens, plants and flowers",362.87
2020-01-01,London,Garments,78899.95
2020-01-01,London,"Glassware, tableware and household utensils",5946.22
2020-01-01,London,Hairdressing and personal grooming establishments,5764.65
2020-01-01,London,Hospital services,49956.0
2020-01-01,London,Household textiles,12921.039999999999
2020-01-01,London,"Jewellery, clocks and watches",77453.32999999999
2020-01-01,London,Liquid Fuels,6963.32
2020-01-01,London,Maintenance and repairs,11057.29
2020-01-01,London,Major appliances and small electric goods,48846.58
2020-01-01,London,Major durables for in/outdoor recreation,2685.28
2020-01-01,London,Materials for maintenance and repair,2019.8600000000001
2020-01-01,London,Meat,3679.37
2020-01-01,London,Medical services and paramedical services,2697.0
2020-01-01,London,"Milk, cheese and eggs",1348.45
2020-01-01,London,"Mineral waters, soft drinks and juices",531.03
2020-01-01,London,"Misc. printed matter, stationery, drawing materials",797.73
2020-01-01,London,Motorcycles and bicycles,12664.79
2020-01-01,London,Non-durable household goods,584.48
2020-01-01,London,Oils and fats,288.54
2020-01-01,London,Other clothing and clothing accessories,3382.13
2020-01-01,London,Other medical and therapeutic equipment,3479.15
2020-01-01,London,Other personal effects,6133.129999999999
2020-01-01,London,Other services,5495.349999999999
2020-01-01,London,Other services nec,266358.38
2020-01-01,London,Passenger transport by road,10467.49
2020-01-01,London,"Pets, related products and services",2052.35
2020-01-01,London,Pharmaceutical products,481.40000000000003
2020-01-01,London,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,London,Reception and reproduction of sound and pictures,35243.92
2020-01-01,London,Recording media,557.04
2020-01-01,London,Recreational and sporting services,11211.68
2020-01-01,London,Repair of audio-visual equipment & related products,667.54
2020-01-01,London,Repair of household appliances,858.6800000000001
2020-01-01,London,Restaurants & cafes,7045.9
2020-01-01,London,Services for maintenance and repair,5235.32
2020-01-01,London,Social protection,35631.46000000001
2020-01-01,London,Solid Fuels,571.52
2020-01-01,London,Spare parts and accessories,3402.29
2020-01-01,London,Spirits,2423.86
2020-01-01,London,"Sugar, jam, syrups, chocolate and confectionery",401.09000000000003
2020-01-01,London,Telephone and telefax equipment and services,2132.3199999999997
2020-01-01,London,Tobacco,2617.18
2020-01-01,London,Tools and equipment for house and garden,4140.46
2020-01-01,London,Vegetables including potatoes and tubers,1747.02
2020-01-01,London,Wine,2070.22
2020-01-01,North,Accommodation services,748.0
2020-01-01,North,Appliances and products for personal care,3968.17
2020-01-01,North,Beer,418.15
2020-01-01,North,Books,741.08
2020-01-01,North,Bread and cereals,336.74
2020-01-01,North,Canteens,86.2
2020-01-01,North,Carpets and other floor coverings,2944.07
2020-01-01,North,"Cleaning, repair and hire of clothing",383.84000000000003
2020-01-01,North,"Coffee, tea and cocoa",241.73999999999998
2020-01-01,North,Cultural services,74.34
2020-01-01,North,Dental services,207.95
2020-01-01,North,Domestic services and household services,375.9
2020-01-01,North,Equipment for sport and open-air recreation,1130.1599999999999
2020-01-01,North,Fish,555.21
2020-01-01,North,Food products nec,536.11
2020-01-01,North,Footwear including repairs,14766.64
2020-01-01,North,Fruit,1201.2900000000002
2020-01-01,North,Fuels and lubricants,71.96
2020-01-01,North,Furniture and furnishings,74994.65000000001
2020-01-01,North,"Games, toys and hobbies",2243.74
2020-01-01,North,"Gardens, plants and flowers",164.66
2020-01-01,North,Garments,27247.02
2020-01-01,North,"Glassware, tableware and household utensils",2780.18
2020-01-01,North,Hairdressing and personal grooming establishments,1455.55
2020-01-01,North,Hospital services,9174.64
2020-01-01,North,Household textiles,5947.0
2020-01-01,North,"Jewellery, clocks and watches",29796.179999999997
2020-01-01,North,Liquid Fuels,3578.09
2020-01-01,North,Maintenance and repairs,2725.69
2020-01-01,North,Major appliances and small electric goods,33851.97
2020-01-01,North,Major durables for in/outdoor recreation,681.75
2020-01-01,North,Materials for maintenance and repair,720.78
2020-01-01,North,Meat,1682.92
2020-01-01,North,Medical services and paramedical services,645.0
2020-01-01,North,"Milk, cheese and eggs",631.66
2020-01-01,North,"Mineral waters, soft drinks and juices",265.28999999999996
2020-01-01,North,"Misc. printed matter, stationery, drawing materials",519.63
2020-01-01,North,Motorcycles and bicycles,4396.3099999999995
2020-01-01,North,Non-durable household goods,260.74
2020-01-01,North,Oils and fats,166.05
2020-01-01,North,Other clothing and clothing accessories,1328.69
2020-01-01,North,Other medical and therapeutic equipment,568.87
2020-01-01,North,Other personal effects,3047.7799999999997
2020-01-01,North,Other services,1613.29
2020-01-01,North,Other services nec,73046.32
2020-01-01,North,Passenger transport by road,2746.1899999999996
2020-01-01,North,"Pets, related products and services",699.38
2020-01-01,North,Pharmaceutical products,204.61
2020-01-01,North,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,North,Reception and reproduction of sound and pictures,21372.27
2020-01-01,North,Recording media,389.61
2020-01-01,North,Recreational and sporting services,2734.9300000000003
2020-01-01,North,Repair of audio-visual equipment & related products,306.99
2020-01-01,North,Repair of household appliances,143.0
2020-01-01,North,Restaurants & cafes,2171.52
2020-01-01,North,Services for maintenance and repair,1558.17
2020-01-01,North,Social protection,7980.639999999999
2020-01-01,North,Solid Fuels,117.0
2020-01-01,North,Spare parts and accessories,1054.62
2020-01-01,North,Spirits,1158.13
2020-01-01,North,"Sugar, jam, syrups, chocolate and confectionery",185.66
2020-01-01,North,Telephone and telefax equipment and services,1761.5
2020-01-01,North,Tobacco,956.76
2020-01-01,North,Tools and equipment for house and garden,2010.88
2020-01-01,North,Vegetables including potatoes and tubers,742.34
2020-01-01,North,Wine,952.43
2020-01-01,North West,Accommodation services,2120.34
2020-01-01,North West,Appliances and products for personal care,5383.42
2020-01-01,North West,Beer,548.91
2020-01-01,North West,Books,1482.0900000000001
2020-01-01,North West,Bread and cereals,568.48
2020-01-01,North West,Canteens,102.25
2020-01-01,North West,Carpets and other floor coverings,6136.879999999999
2020-01-01,North West,"Cleaning, repair and hire of clothing",798.4
2020-01-01,North West,"Coffee, tea and cocoa",343.51
2020-01-01,North West,Cultural services,167.45
2020-01-01,North West,Dental services,578.5
2020-01-01,North West,Domestic services and household services,6278.77
2020-01-01,North West,Equipment for sport and open-air recreation,2911.5
2020-01-01,North West,Fish,947.1800000000001
2020-01-01,North West,Food products nec,793.15
2020-01-01,North West,Footwear including repairs,28368.34
2020-01-01,North West,Fruit,2818.31
2020-01-01,North West,Fuels and lubricants,134.38
2020-01-01,North West,Furniture and furnishings,190927.35
2020-01-01,North West,"Games, toys and hobbies",3597.94
2020-01-01,North West,"Gardens, plants and flowers",373.74
2020-01-01,North West,Garments,44207.7
2020-01-01,North West,"Glassware, tableware and household utensils",3339.26
2020-01-01,North West,Hairdressing and personal grooming establishments,2727.4
2020-01-01,North West,Hospital services,26984.28
2020-01-01,North West,Household textiles,9962.68
2020-01-01,North West,"Jewellery, clocks and watches",61645.23
2020-01-01,North West,Liquid Fuels,7773.92
2020-01-01,North West,Maintenance and repairs,8826.75
2020-01-01,North West,Major appliances and small electric goods,48090.42
2020-01-01,North West,Major durables for in/outdoor recreation,2066.78
2020-01-01,North West,Materials for maintenance and repair,1538.58
2020-01-01,North West,Meat,3375.93
2020-01-01,North West,Medical services and paramedical services,1137.0
2020-01-01,North West,"Milk, cheese and eggs",1259.25
2020-01-01,North West,"Mineral waters, soft drinks and juices",445.38
2020-01-01,North West,"Misc. printed matter, stationery, drawing materials",768.79
2020-01-01,North West,Motorcycles and bicycles,10495.83
2020-01-01,North West,Non-durable household goods,467.61
2020-01-01,North West,Oils and fats,268.43
2020-01-01,North West,Other clothing and clothing accessories,2114.3199999999997
2020-01-01,North West,Other medical and therapeutic equipment,2500.21
2020-01-01,North West,Other personal effects,4096.33
2020-01-01,North West,Other services,5251.56
2020-01-01,North West,Other services nec,172641.4
2020-01-01,North West,Passenger transport by road,3707.6
2020-01-01,North West,"Pets, related products and services",1379.53
2020-01-01,North West,Pharmaceutical products,391.96
2020-01-01,North West,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,North West,Reception and reproduction of sound and pictures,27435.91
2020-01-01,North West,Recording media,464.09000000000003
2020-01-01,North West,Recreational and sporting services,3486.6199999999994
2020-01-01,North West,Repair of audio-visual equipment & related products,384.0
2020-01-01,North West,Repair of household appliances,483.0
2020-01-01,North West,Restaurants & cafes,4982.26
2020-01-01,North West,Services for maintenance and repair,3273.02
2020-01-01,North West,Social protection,21782.86
2020-01-01,North West,Solid Fuels,515.01
2020-01-01,North West,Spare parts and accessories,2254.1800000000003
2020-01-01,North West,Spirits,2023.13
2020-01-01,North West,"Sugar, jam, syrups, chocolate and confectionery",370.2
2020-01-01,North West,Telephone and telefax equipment and services,2552.34
2020-01-01,North West,Tobacco,2312.2
2020-01-01,North West,Tools and equipment for house and garden,3717.8
2020-01-01,North West,Vegetables including potatoes and tubers,1659.88
2020-01-01,North West,Wine,1642.39
2020-01-01,Northern Ireland,Accommodation services,779.0
2020-01-01,Northern Ireland,Appliances and products for personal care,3725.48
2020-01-01,Northern Ireland,Beer,265.8
2020-01-01,Northern Ireland,Books,552.83
2020-01-01,Northern Ireland,Bread and cereals,231.04
2020-01-01,Northern Ireland,Canteens,61.519999999999996
2020-01-01,Northern Ireland,Carpets and other floor coverings,2703.3
2020-01-01,Northern Ireland,"Cleaning, repair and hire of clothing",311.55
2020-01-01,Northern Ireland,"Coffee, tea and cocoa",174.68
2020-01-01,Northern Ireland,Cultural services,1.58
2020-01-01,Northern Ireland,Dental services,215.0
2020-01-01,Northern Ireland,Domestic services and household services,154.75
2020-01-01,Northern Ireland,Equipment for sport and open-air recreation,1387.69
2020-01-01,Northern Ireland,Fish,381.45000000000005
2020-01-01,Northern Ireland,Food products nec,439.09000000000003
2020-01-01,Northern Ireland,Footwear including repairs,13995.78
2020-01-01,Northern Ireland,Fruit,1038.87
2020-01-01,Northern Ireland,Fuels and lubricants,54.870000000000005
2020-01-01,Northern Ireland,Furniture and furnishings,73195.20999999999
2020-01-01,Northern Ireland,"Games, toys and hobbies",2382.58
2020-01-01,Northern Ireland,"Gardens, plants and flowers",179.63
2020-01-01,Northern Ireland,Garments,23576.97
2020-01-01,Northern Ireland,"Glassware, tableware and household utensils",2876.3199999999997
2020-01-01,Northern Ireland,Hairdressing and personal grooming establishments,1119.5
2020-01-01,Northern Ireland,Hospital services,7054.0
2020-01-01,Northern Ireland,Household textiles,6615.099999999999
2020-01-01,Northern Ireland,"Jewellery, clocks and watches",19055.52
2020-01-01,Northern Ireland,Liquid Fuels,2463.34
2020-01-01,Northern Ireland,Maintenance and repairs,2390.92
2020-01-01,Northern Ireland,Major appliances and small electric goods,41586.13
2020-01-01,Northern Ireland,Major durables for in/outdoor recreation,1059.0
2020-01-01,Northern Ireland,Materials for maintenance and repair,961.17
2020-01-01,Northern Ireland,Meat,1059.77
2020-01-01,Northern Ireland,Medical services and paramedical services,378.0
2020-01-01,Northern Ireland,"Milk, cheese and eggs",450.65
2020-01-01,Northern Ireland,"Mineral waters, soft drinks and juices",203.93
2020-01-01,Northern Ireland,"Misc. printed matter, stationery, drawing materials",347.74999999999994
2020-01-01,Northern Ireland,Motorcycles and bicycles,5995.870000000001
2020-01-01,Northern Ireland,Non-durable household goods,206.24
2020-01-01,Northern Ireland,Oils and fats,112.24000000000001
2020-01-01,Northern Ireland,Other clothing and clothing accessories,1144.49
2020-01-01,Northern Ireland,Other medical and therapeutic equipment,469.11
2020-01-01,Northern Ireland,Other personal effects,4516.389999999999
2020-01-01,Northern Ireland,Other services,1299.01
2020-01-01,Northern Ireland,Other services nec,45823.0
2020-01-01,Northern Ireland,Passenger transport by road,2090.2200000000003
2020-01-01,Northern Ireland,"Pets, related products and services",585.97
2020-01-01,Northern Ireland,Pharmaceutical products,173.09
2020-01-01,Northern Ireland,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,Northern Ireland,Reception and reproduction of sound and pictures,20702.170000000002
2020-01-01,Northern Ireland,Recording media,344.62
2020-01-01,Northern Ireland,Recreational and sporting services,2259.3299999999995
2020-01-01,Northern Ireland,Repair of audio-visual equipment & related products,149.0
2020-01-01,Northern Ireland,Repair of household appliances,80.0
2020-01-01,Northern Ireland,Restaurants & cafes,1736.82
2020-01-01,Northern Ireland,Services for maintenance and repair,1178.3999999999999
2020-01-01,Northern Ireland,Social protection,7128.68
2020-01-01,Northern Ireland,Solid Fuels,72.0
2020-01-01,Northern Ireland,Spare parts and accessories,849.22
2020-01-01,Northern Ireland,Spirits,889.15
2020-01-01,Northern Ireland,"Sugar, jam, syrups, chocolate and confectionery",153.76
2020-01-01,Northern Ireland,Telephone and telefax equipment and services,1578.52
2020-01-01,Northern Ireland,Tobacco,710.96
2020-01-01,Northern Ireland,Tools and equipment for house and garden,3016.56
2020-01-01,Northern Ireland,Vegetables including potatoes and tubers,539.95
2020-01-01,Northern Ireland,Wine,694.2
2020-01-01,Scotland,Accommodation services,1001.0
2020-01-01,Scotland,Appliances and products for personal care,5791.44
2020-01-01,Scotland,Beer,500.42
2020-01-01,Scotland,Books,1364.39
2020-01-01,Scotland,Bread and cereals,490.31
2020-01-01,Scotland,Canteens,118.75
2020-01-01,Scotland,Carpets and other floor coverings,6052.719999999999
2020-01-01,Scotland,"Cleaning, repair and hire of clothing",1046.72
2020-01-01,Scotland,"Coffee, tea and cocoa",320.79
2020-01-01,Scotland,Cultural services,260.14
2020-01-01,Scotland,Dental services,524.2
2020-01-01,Scotland,Domestic services and household services,2082.64
2020-01-01,Scotland,Equipment for sport and open-air recreation,4730.8
2020-01-01,Scotland,Fish,720.13
2020-01-01,Scotland,Food products nec,792.1
2020-01-01,Scotland,Footwear including repairs,24263.88
2020-01-01,Scotland,Fruit,2228.69
2020-01-01,Scotland,Fuels and lubricants,104.92
2020-01-01,Scotland,Furniture and furnishings,172457.24
2020-01-01,Scotland,"Games, toys and hobbies",3770.04
2020-01-01,Scotland,"Gardens, plants and flowers",313.05
2020-01-01,Scotland,Garments,36150.71
2020-01-01,Scotland,"Glassware, tableware and household utensils",3878.52
2020-01-01,Scotland,Hairdressing and personal grooming establishments,2851.1800000000003
2020-01-01,Scotland,Hospital services,23552.86
2020-01-01,Scotland,Household textiles,11217.560000000001
2020-01-01,Scotland,"Jewellery, clocks and watches",40509.44
2020-01-01,Scotland,Liquid Fuels,4968.09
2020-01-01,Scotland,Maintenance and repairs,8577.849999999999
2020-01-01,Scotland,Major appliances and small electric goods,46801.33
2020-01-01,Scotland,Major durables for in/outdoor recreation,1664.99
2020-01-01,Scotland,Materials for maintenance and repair,1295.15
2020-01-01,Scotland,Meat,2823.47
2020-01-01,Scotland,Medical services and paramedical services,1017.0
2020-01-01,Scotland,"Milk, cheese and eggs",978.53
2020-01-01,Scotland,"Mineral waters, soft drinks and juices",406.52
2020-01-01,Scotland,"Misc. printed matter, stationery, drawing materials",752.06
2020-01-01,Scotland,Motorcycles and bicycles,12700.86
2020-01-01,Scotland,Non-durable household goods,439.01
2020-01-01,Scotland,Oils and fats,225.47
2020-01-01,Scotland,Other clothing and clothing accessories,1911.97
2020-01-01,Scotland,Other medical and therapeutic equipment,1482.8400000000001
2020-01-01,Scotland,Other personal effects,4814.23
2020-01-01,Scotland,Other services,4169.51
2020-01-01,Scotland,Other services nec,148126.02000000002
2020-01-01,Scotland,Passenger transport by road,6261.95
2020-01-01,Scotland,"Pets, related products and services",1267.01
2020-01-01,Scotland,Pharmaceutical products,343.39
2020-01-01,Scotland,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,Scotland,Reception and reproduction of sound and pictures,26770.49
2020-01-01,Scotland,Recording media,506.6
2020-01-01,Scotland,Recreational and sporting services,5407.91
2020-01-01,Scotland,Repair of audio-visual equipment & related products,315.0
2020-01-01,Scotland,Repair of household appliances,469.75
2020-01-01,Scotland,Restaurants & cafes,4299.19
2020-01-01,Scotland,Services for maintenance and repair,4165.58
2020-01-01,Scotland,Social protection,20139.920000000002
2020-01-01,Scotland,Solid Fuels,321.04999999999995
2020-01-01,Scotland,Spare parts and accessories,2492.7599999999998
2020-01-01,Scotland,Spirits,1736.4299999999998
2020-01-01,Scotland,"Sugar, jam, syrups, chocolate and confectionery",316.75
2020-01-01,Scotland,Telephone and telefax equipment and services,1842.3400000000001
2020-01-01,Scotland,Tobacco,1822.56
2020-01-01,Scotland,Tools and equipment for house and garden,3531.5
2020-01-01,Scotland,Vegetables including potatoes and tubers,1162.35
2020-01-01,Scotland,Wine,1481.1200000000001
2020-01-01,South East,Accommodation services,1524.5
2020-01-01,South East,Appliances and products for personal care,6614.07
2020-01-01,South East,Beer,600.94
2020-01-01,South East,Books,1758.49
2020-01-01,South East,Bread and cereals,710.78
2020-01-01,South East,Canteens,234.52
2020-01-01,South East,Carpets and other floor coverings,9257.72
2020-01-01,South East,"Cleaning, repair and hire of clothing",1356.96
2020-01-01,South East,"Coffee, tea and cocoa",386.8
2020-01-01,South East,Cultural services,341.92
2020-01-01,South East,Dental services,891.8
2020-01-01,South East,Domestic services and household services,6404.75
2020-01-01,South East,Equipment for sport and open-air recreation,4059.88
2020-01-01,South East,Fish,968.37
2020-01-01,South East,Food products nec,1059.72
2020-01-01,South East,Footwear including repairs,40439.52
2020-01-01,South East,Fruit,3704.4
2020-01-01,South East,Fuels and lubricants,281.89
2020-01-01,South East,Furniture and furnishings,275032.97000000003
2020-01-01,South East,"Games, toys and hobbies",4507.46
2020-01-01,South East,"Gardens, plants and flowers",471.03
2020-01-01,South East,Garments,72983.25
2020-01-01,South East,"Glassware, tableware and household utensils",4638.34
2020-01-01,South East,Hairdressing and personal grooming establishments,5875.95
2020-01-01,South East,Hospital services,55999.56
2020-01-01,South East,Household textiles,12495.98
2020-01-01,South East,"Jewellery, clocks and watches",88337.9
2020-01-01,South East,Liquid Fuels,11741.859999999999
2020-01-01,South East,Maintenance and repairs,18483.21
2020-01-01,South East,Major appliances and small electric goods,60888.29
2020-01-01,South East,Major durables for in/outdoor recreation,3823.1800000000003
2020-01-01,South East,Materials for maintenance and repair,2355.61
2020-01-01,South East,Meat,4080.84
2020-01-01,South East,Medical services and paramedical services,2363.0
2020-01-01,South East,"Milk, cheese and eggs",1377.4
2020-01-01,South East,"Mineral waters, soft drinks and juices",557.04
2020-01-01,South East,"Misc. printed matter, stationery, drawing materials",1003.0199999999999
2020-01-01,South East,Motorcycles and bicycles,21622.04
2020-01-01,South East,Non-durable household goods,632.08
2020-01-01,South East,Oils and fats,320.12
2020-01-01,South East,Other clothing and clothing accessories,3423.6499999999996
2020-01-01,South East,Other medical and therapeutic equipment,2438.55
2020-01-01,South East,Other personal effects,5530.68
2020-01-01,South East,Other services,8283.539999999999
2020-01-01,South East,Other services nec,340963.75999999995
2020-01-01,South East,Passenger transport by road,10728.76
2020-01-01,South East,"Pets, related products and services",2321.17
2020-01-01,South East,Pharmaceutical products,486.43
2020-01-01,South East,"Photographic, cinematographic and optical equipment",3319.69
2020-01-01,South East,Reception and reproduction of sound and pictures,29294.39
2020-01-01,South East,Recording media,543.92
2020-01-01,South East,Recreational and sporting services,9590.99
2020-01-01,South East,Repair of audio-visual equipment & related products,727.9
2020-01-01,South East,Repair of household appliances,802.49
2020-01-01,South East,Restaurants & cafes,7658.04
2020-01-01,South East,Services for maintenance and repair,7095.06
2020-01-01,South East,Social protection,51509.240000000005
2020-01-01,South East,Solid Fuels,1071.6999999999998
2020-01-01,South East,Spare parts and accessories,5662.150000000001
2020-01-01,South East,Spirits,2418.02
